College Code,College Name,Department Code,Department Name,Course Number,Course Name (AR),Course Name (EN)
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310100,الثقافه والادب فى الكويت,CULTURE &LITERATURE IN KUWAIT
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310101,مهارات الاتصال اللغوية,ARAB.LANG.COMMUN. SKILLS
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310102,جماليات الادب العربى,THE AESTHETICS OF ARAB. LIT.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310104,جماليات الاسلوب القرآنى,AESTHETICS OF QURANIC STYLISTICS
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310105,الشعر الجاهلي,PRE-ISLAMIC POETRY.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310107,نحو(1),GRAMMAR (1).
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310112,المكتبة الادبية,THE LITERARY LIBRARY.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310113,مكتبة لغوية ومعاجم,LING. LIBRARY&LEXICOGRAPHY
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310114,مدخل دراسه لغوية و نحويه,INTROD.TO LING&GRAM.STUDIES
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310115,مدخل دراسة أدبية ونقدية,INTROD.TO LIT.&CRITICAL STUD.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310116,مدخل الى علم اللغه,INTROD. TO LINGUISTICS
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310118,مهارات كتابيه,WRITING SKILLS
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310205,العروض  والقافيه,PROSODY&RHYME
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310207,نحو(2),GRAMMAR (2).
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310210,السرديات العربيه القديمه,OLD ARABIC NARRATIVES
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310211,النثرالعربي القديم,CLASSICAL ARABIC PROSE.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310214,النفد العربى القديم(2),ANCIENT ARABIC CRITICISM (2)
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310216,الصرف,MORPHOLOGY.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310218,نصوص قرانية,QURANIC TEXTS
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310219,النقدالعربى القديم,ANCIENT ARABIC CRITICISM (1)
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310220,الشعرالأسلامى والأموى,ISLAMIC&UMAYYAD POETRY.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310221,مناهج البحث فى الادب,METH.OF RESEARCH IN LIT.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310222,مناهج البحث فى اللغة,RESEARCH METH.IN LANG.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310228,الشعر العباسى,ABBASID POETRY
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310229,الشعر العربي الحديث (1),MODERN ARABIC POETRY ( 1 )
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310300,نظريات النقد الحديث وتطبيقاتها,MOD.CRIT.THEORIES&PRACT.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310304,البلاغه العربيه,ARABIC ELOQUENCE
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310309,نقد تطبيقي(شعر),PRACTICAL CRITICISM (1)
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310311,الادب الشعبي,ARABIC FOLKORE
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310313,الادب الاندلسي و المغربي,ANDALUSIA&MOROCCO LITER.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310314,الشعر العربي الحديث,MODERN ARABIC POETRY.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310315,علم الدلالة,SEMANTICS.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310316,علم اللغة النفسي,PSYCHOLINGUISTICS
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310317,لغة فارسية(1),PERSIAN LANGUAGE.(1)
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310318,لغة فارسية(2),PERSIAN LANGUAGE (2)
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310319,لغة عبرية(1),HEBREW LANGUAGE(1)
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310320,لغة عبريه(2),HEBREW LANGUAGE (2)
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310322,اساليب نحويه,GRAMMATICAL STYLES.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310324,الشعر العباسى( 1),ABBASID POETRY (1)
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310326,الادب المملوكى والعثمانى,MAMLUK & OTTOMAN LITER.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310329,الشعر العباسى(2),ABBASID POETRY(2)
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310330,نحو(3),GRAMMAR (3).
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310332,علم بناء الجملة الحديث,PHILOSOPHY OF DIALOUGE ISLAM.MODELS
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310338,علم الاسلوبيات,MODERN STYLISTICS
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310400,تطبيقات نقديه فى الشعر والقصه والمسرح,"PRACT.CRIT.POETRY,NOV.&DRAMA"
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310407,الادب المقارن,COMPARATIVE LITERATURE.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310408,أدب الخليج والجزيره العربيه,LIT.OF ARAB.GULF&PENIN.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310411,نقد تطبيقي(قصه),PRACTICAL CRITICISM(2)
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310415,نقدتطبيقى(مسرح),PRACTICAL CRITICISM(3)
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310416,النثر العربى الحديث,MODERN ARABIC PROSE
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310419,تطبيقات بلاغية وتقديه,ISSUES IN RHETORICS&CRITICISM
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310420,علم الاصوات,PHONETICS.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310421,نصوص قرآنية,QURANIC TEXTS
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310422,موضوع متقدم فى الادب,ADVANCED TOPICS IN LIT.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310423,موضوع متقدم في اللغه,ADVANCED STUDIES IN LINGUISTICS
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310424,علم اللغه الاجتماعى,SOCIOLINGUISTICS
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310425,الادب والتحليل النفسى,PSYCHO-ANALYSIS&LIT.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310426,نظريات حديثه فى الدراسة اللغوية,MOD.THEO.LIGUISTIC STUD.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310427,الشعر العربى الحديث,MODERN ARABIC POETRY.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310432,قراءات في تراث اللغوى,READING IN GRAMM.HERITAGE
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310434,النقد الادبى الحديث(2),MODERN LITERARY CRITICISM (2)
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310435,نحو(4),GRAMMAR (4)
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310436,علم اللغة الحاسوبى,COMPUTER ASSISTED LINGUISTICS
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310437,علم اللغه التقابلى,CONTRASTIVE LINGUISTICS
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310438,البلاغة المقارنة,COMPARATIVE RHETORIC
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310439,النظريات المعاصره فى الترجمه,CONT.THEO.OF TRANSLATION
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310440,الدراسات المعجمية الحديثة,MODERN LEXICOGRAPHY
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310441,الاتجاهات الحديثة في الادب المقارن,INTERACTION BET.ARAB.&ORIENT.LIT.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310442,أدب الرحلات فى التراث الادبى الشرقى,TRAVERL LIT.ORIENT.LIT.HERIT.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310443,الاسطوره فى الاداب الشرقيه,MYTH IN ORIENTAL LIT.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310444,موضوع خاص فى الاداب الشرقية,SP.TOPICS IN ORIENT.LIT.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310445,موضوع خاص فى اللغات الشرقية,SP.TOPICS IN ORIENT.LANG.
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310446,مشروع تخرج في اللغه,GRADUATION REASEARCH PROJECT ( IN LINGUISTICS )
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310448,الشعر العربي الحديث 2,MODERN ARABIC POETRY
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310449,لسانيات المدونات اللغوية,LINGUISTICS BLOGS
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310451,الادب النسوى,FEMINIST LITERATURE
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310452,الاداب العربى والاستشراق,ARAB.LIT.&ORIENTALISM
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310453,الادب القديم والفلسفه,OLD ARABIC LIT.&PHILOSOPHY
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310455,الاتجاهات النقديه المعاصره,MODERN TRENDS IN LITERARY CRITICISM
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310456,القصه و الروايه في الادب العربي الحديث,NOVEL AND SHORT STORY IN MODERN ARAB LITERATURE
3,Arts,310,Arabic Language And Literature-Undergraduate/Graduate,310499,مشروع تخرج فى الادب او اللغة,GRAD.PROJ.IN LIT.OR LING.
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320101,صوتيات وتدريبات لغويه ,PHONETICS &ORAL PRACTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320105,محادثة بالانجليزية,ENGLISH CONVERSATION
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320106,أنواع من الكتابة,VARIETIES OF WRITING
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320107,قراءة نصوص,FRESHMAN READING
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320108,الانشاء بالانجليزية,ENGLISH COMPOSITION
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320170,مقدمة فى الادب,INTROD.TO LITERATURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320171,التاريخ الأدبي والثقافي لأمريكا,AMERICAN LITER.HIST.&CULTURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320173,التاريخ الأدبي والثقافي لبريطانيا( 1 ) الى عام 1800,ENG. LIT.  HIST.&CULT. 1
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320180,مبادىء الترجمة,PRINCIPLES OF TRANSLATION
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320182,مقدمة في علم المصطلحات,INTRODUCTION TO TERMINOLOGY
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320190,مبادئ الخطابه وفن الاقناع( باللغه الانجليزيه),PRINCIPLES OF RHETORIC&PUBLIC SPEAKING
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320191,الأتصال بين الثقافات(باللغه الانجليزيه),INTERCULTURAL COMMUN.
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320193,مقدمة في الأدب المقارن,INTROD.TO COMPARATIVE LITER.
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320197,مقدمة فى الأدب العالمي مترجما(باللغه الانجليزيه),INTROD.WORLD LITERATURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320205,العرض الشفهى,ORAL PRESENTATION
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320206,تدريبات مسرحيه,DRAMATICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320208,كتابة مقال,ESSAY WRITING
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320211,اساسيات كتابه البحث الاكاديمى(باللغه الانجليزيه),PRINCIPLES ACADEMIC WRITING (IN ENGLISH)
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320212,الشعر العالمي,WORLD POETRY
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320213,دراما-عرض تاريخ,SURVEY OF DRAMA
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320214,المسرح العالمي,WORLD THEATRE (DRAMA)
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320216,النثر العالمي,WORLD FICTION
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320218,الثقافه الشعبيه,POPULAR CULURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320223,مقدمة فى علم اللغة,INTROD.TO LINGUISTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320224,الحاسوب واكتساب المهارة اللغوية,COMPUTERS&LANG.ACQUISITION
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320227,اللغويات التطبيقة,APPLIED LINGUISTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320228,أكتساب مهاره لغويه,LANGUAGE ACQUISITION
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320229,اللغة والمجتمع,LANGUAGE & SOCIETY
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320233,الاسلوبيه,STYLISTIC
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320234,القصص :عرض تاريخى,SURVEY OF FICTION
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320237,التحليل المقارن,CONTRASTIVE ANALYSIS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320238,التركيب النحوي,THE STRUCTURE OF ENGLISH
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320239,اللغه في العصر الرقمي,LANGUAGE IN THE DIGITAL AGE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320243,علم الاصوات والصوتيات,PHONETICS & PHONOLOGY
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320254,الشعر:عرض تاريخى,SURVEY OF ENGLISH POETRY
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320256,شكسبير ومعاصروه,SHAKESPEARE&HIS CONTEMPORARIES
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320258,العرض والأداء المسرحي,STAGING & PERFORMANCE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320262,الصرف والنحو,MORPHOLOGY& SYNTAX.
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320270,الاساطير والادب,MYTHOLOGY & LITERATURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320273,التاريخ الأدبي والثقافي لبريطانيا (2) من عام 1800الى الأن,ENG. LIT. HIST.&CULT. 2
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320274,الأدب الأمريكي في القرن 19,19th-C AMERICAN LITERATURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320276,أدب الجنوب لأمريكي,LITER. OF THE AMERICAN SOUTH
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320279,أدب أمريكى(1),AMERICAN LITERATURE (1)
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320280,الترجمه ( 1 ) انجليزى/ عربى,TRANSLATION(1) ENGLISH/ARABIC
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320281,الترجمه ( 2 ) عربى / انجليزى,TRANSLATION(2) ARABIC/ENG.
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320283,تحليل النص والترجمة,TEXT ANALYSIS&TRANSLATION
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320284,الترجمه والثقافة,TRANSLATION & CULTURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320285,الترجمه لاغراض خاصه,TRANSLATION FOR SPECIAL PURPOSES
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320290,العلاقات الادبية والثقافية ـــ الانجليزية/العربية,ANGLO-ARAB LIT.&CULT.RELATIONS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320291,اللغه و الاقناع,LANGUAGE AND PERSUASION
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320292,اللغه و الايماء,LANGUAGE AND GESTURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320293,اللغه الانجليزيه المهنيه,PROFESSIONAL ENGLISH
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320294,العرض و المناظره,PRESENTAION AND DEBATE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320297,الادب والفنون ( باللغه الانجليزيه),LITERATURE & ARTS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320308,كتابة بحث فى الادب,RES. WRITING IN LITERATURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320309,كتابة بحث فى اللغويات,RES.  WRIT. IN LINGUISTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320312,النظرية والنقد الادبى,LITERARY THEORY&CRITICISM
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320313,دراما في القرنين 17و18,17TH&18TH CENTURY DRAMA
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320314,شكسبيروعصره,SHAKESPEARE& HIS AGE.
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320316,الدراما فى العصر الاليزابيثى واليعقوبى,ELIZABETHAN&GOCOBEAN DRAMA
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320317,الامبرياليه و الثقافه,IMPERIALISM AND CULTURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320318,العولمه و الثقافه العالميه,GLOBALIZATION AND GLOBAL CULTURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320319,الثقافه المرئية,VISUAL CULTURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320327,علم لغة اجتماعى,SOCIOLINGUISTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320328,تحليل الخطاب,DISCOURSE ANALYSIS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320329,علم اللغه النفسى,PSYCHOLINGUISTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320333,الروايه فى قرن18,18TH CENTURY NOVEL
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320334,الرواية فى القرن19,19TH CENTURY NOVEL
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320336,انظمه الكتابه,WRITING SYSTEMS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320337,موضوع خاص في اللغويات التطبيقيه,A SPECIAL TOPIC IN APPLIED LINGUISICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320338,اللغه و الثقافه,LANGUAGE AND CULTURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320339,اللغه و الفكاهه,LANGUAGE AND HUMOR
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320343,علم الصوتيات,PHONETICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320347,صوتيات تحويليه,GENERATIVE PHONOLOGY
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320349,علم اللغه التاريخى,HISTORICAL LINGUISTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320354,الشعر الرومانتيكى والفيكتورى,ROMANTIC&VICTORIAN POET.
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320357,ثقافه و نظريات ما بعد الحداثه,POSTMODERN THEORY AND CULTURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320358,الادب عبر الاطلسي,TRANSATLANTIC LITERATURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320359,موضوعات خاصه في الادب المقارن,SPECIAL TOPIC IN COMPARATIVE LITERATURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320363,القواعد التحويلية,TRANSFORMATIONAL GRAMMAR
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320369,علم المعانى,SEMANTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320371,الادب الامريكى الافريقى,AFRICAN AMERICAN LITERATURE
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320372,أدب مقارن-أنجلوأوربى,ANGLO-EUROP.COMP.LIT.
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320373,الأدب الأمريكي متعدد الثقافات,MULTI CULTURE AMERICAN LITER.
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320374,النقد: عرض تاريخى,SURVEY OF CRITICISM
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320379,أدب أمريكى(2),AMERICAN LITERATURE(2)
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320381,ترجمه(3),TRANSLATION III
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320382,الترجمه(4),TRANSLATION  IV
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320386,الترجمة الادبية,LITERARY TRANSLATION
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320387,مقدمة فى الترجمة السمع ـ البصرية,INTROD.TO AUDIO-VISUAL TRANS.
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320388,مقدمة فى الترجمه والتكنولوجيا,INTROD.TO TRANS.&TECHNOLOGY
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320397,علم اللغه الحاسبى,COMPUTATIONAL LINGUISTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320398,كتاب الفرانكفونية والأنجلوفونية,FRANCOPHONE&ANGLOPHONE ARAB WRIT.
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320399,الأدب العالمي مترجما,WORLD LITERATURE IN TRANSLATION
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320402,مشروع بحت متقدم ــ تشعيب الادب,SENIOR RES.PROJ. LITER.CONCENTRATION
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320403,مشروع بحث متقدم ـــ تشعيب اللغويات,SENIOR RES.PROJ.(LIGUIS.CONCENTRATION)
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320414,الدراما الحديثة والمعاصره,MODERN &CONTEMP. DRAMA
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320415,موضوعات رئيسيه فى الدراما الحديثه,MAJOR THEMES IN MODERN DRAMA
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320421,علم المعاجم,LEXICOGRAPHY
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320423,علم اللغه الحاسوبى,COMPUTATIONAL LINGUISTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320426,اللغويات الاحصائيه,CORPUS LINGUISTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320429,اللغة والنوع والسلطة,LANGUAGE GENDER&POWER
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320434,الرواية الحديثة والمعاصرة,MODERN & CONTEMPORARY
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320450,الشعر الحديث والمعاصر,MODERN&CONTEMPORARY POETRY
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320459,الأدب والدراسات النسوية,WOMEN'S LITER.&GENDER STUDIES
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320461,البرجماتية,PRAGMATICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320462,علم السيماء,PRIN.OF SEMIOTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320463,موضوعات فى القواعد التحويلية,TOPICS IN TRANSF.GRAMMAR
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320464,موضوعات فى علم المعانى,TOPICS IN SEMANTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320468,علم اللغة المعرفى,COGNITIVE LINGUISTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320469,المدارس الحديثة فى علم اللغة,SCHOOLS OF LINUISTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320472,نظريه الادب المقارن,THEORY OF COMPARATIVE LIT.
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320473,أداب الكومنولث,COMMONWEALTH  LIT.
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320475,نظريات الادب المعاصر,CONTEMPORARY LIT.THEORY
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320478,الروايه الامريكية الحديثه,MODERN AMERICAN NOVEL
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320479,شعر ودراماامريكى حديث,MOD.AMER.POET.&DRAMA
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320490,موضوعات فى الادب المقارن,THEMES IN COMPARATIVE LITER.
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320495,حلقه بحث فى علم اللغة,SEMINAR IN LINGUISTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320496,نظريات حديثه فى علم اللغه,MODERN THEOR.IN LINGUISTICS
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320497,اداب مابعد الاستعمار ونظرياته,POST-COLONIAL LIT.&THEORY
3,Arts,320,English Language And Lit. - Undergraduate/Graduate,320498,موضوعات فى الادب والثقافة,TOPICS IN LITER.&CULTURE
3,Arts,330,History and Archaeology-Undergraduate / History-Graduate,330100,تاريخ الكويت الحديث والمعاصر,KWT. MOD.&CONT.HISTORY
3,Arts,330,History and Archaeology-Undergraduate / History-Graduate,330101,تاريخ العرب الحديث,MODERN HISTORY OF ARABS
3,Arts,330,History and Archaeology-Undergraduate / History-Graduate,330102,تاريخ الحضارة العربيه الاسلامية,HIST. OF ARAB ISLAMIC CIVIL.
3,Arts,330,History and Archaeology-Undergraduate / History-Graduate,330103,تاريخ العراق القديم,HISTORY OF ANCIENT IRAQ.
3,Arts,330,History and Archaeology-Undergraduate / History-Graduate,330104,تاريخ مصر القديم,HISTORY OF ANCIENT EGYPT
3,Arts,330,History and Archaeology-Undergraduate / History-Graduate,330109,تاريخ خليج عربي قديم,HIST.OF ANCIENT ARABIAN GULF
3,Arts,330,History and Archaeology-Undergraduate / History-Graduate,330110,التاريخ اليوناني,GREEK HISTORY.
3,Arts,330,History and Archaeology-Undergraduate / History-Graduate,330111,تاريخ الشرق الادنى القديم,HIST.OF ANCIENT NEAR EAST
3,Arts,330,History and Archaeology-Undergraduate / History-Graduate,330112,تاريخ شبه الجزيره العربيه و الخليج العربي القديم,ANCIENT HISTORY OF ARABIAN PENINSULA AND ARABIAN GULF
3,Arts,330,History and Archaeology-Undergraduate / History-Graduate,330113,تاريخ العرب قبل الاسلام,ARAB HIST.IN PRE-ISL. PERIOD
3,Arts,330,History and Archaeology-Undergraduate / History-Graduate,330114,تاريخ بلاد الشام القديم,HISTORY OF ANCIENT SYRIA
3,Arts,330,History and Archaeology-Undergraduate / History-Graduate,330115,تاريخ ايران و أسيا الصغرى القديم,ANCIENT HISTORY OF IRAN AND MINOR ASIA
3,Arts,330,History and Archaeology-Undergraduate / History-Graduate,330116,تاريخ آسيا الصغرى,HISTORY OF ASIA
