College Code,College Name,Department Code,Department Name,Course Number,Course Name (AR),Course Name (EN)
3,Arts,390,French Language & Culture,390455,الأدب الفرنسى : روائع وقضايا ( 2 ),FRENCH LIT.: MASTERPIECES & MAJ.ISSUES(2)
3,Arts,390,French Language & Culture,390484,المسرح والثقافة فى القرن العشرين,20th CENTURY THEATER & CULTURE
3,Arts,390,French Language & Culture,390485,تاريخ الفنون التشكيلية والسينما الفرنسيه,HISTORY OF VISUAL ARTS & FRENCH CINEMA
3,Arts,390,French Language & Culture,390490,مشروع تخرج,SENIOR PROJECT
4,Science,409,Forensic Science-Undergraduate/Graduate,409166,الثقافه الجزائيه,THE PENAL CULTURE
4,Science,409,Forensic Science-Undergraduate/Graduate,409201,مقدمه في الادله الجنائيه,INTRO TO FORENSIC SCIENCES
4,Science,409,Forensic Science-Undergraduate/Graduate,409207,الطب الشرعي الجنائي,FORENSIC MEDICINE
4,Science,409,Forensic Science-Undergraduate/Graduate,409238,الكيمياء التحليليه,ANALYTICAL CHEMISTRY
4,Science,409,Forensic Science-Undergraduate/Graduate,409259,تطبيقات المجهر في الادله الجنائيه,FORENSIC MICROSCOPY
4,Science,409,Forensic Science-Undergraduate/Graduate,409301,التحليل الجنائي للادله البيولوجيه,FORNESIC ANALYSIS OF BIOLOGICAL EVIDENCE
4,Science,409,Forensic Science-Undergraduate/Graduate,409305,الكيمياء الجنائيه و تحليل الادله الماديه,FORENSIC CHEMISTRY AND ANALYSIS OF PHYSICAL EVIDENCE
4,Science,409,Forensic Science-Undergraduate/Graduate,409310,فحص مسرح الجريمه و تقنيات جمع الادله,CRIME SCENE SEARCH AND RECOVERY TECHNIQUES
4,Science,409,Forensic Science-Undergraduate/Graduate,409400,مبادئ الاجراءات و المحاكمات الجزائيه,BASICS OF CRIMINAL PROCEDURES AND TRIAL
4,Science,409,Forensic Science-Undergraduate/Graduate,409402,علم السميات الجنائيه,FORENSIC TOXICOLOGY
4,Science,409,Forensic Science-Undergraduate/Graduate,409406,علم المخدرات الجنائي,FORENSIC NARCOTICS
4,Science,409,Forensic Science-Undergraduate/Graduate,409486,الاخلاقيات المهنيه لعلم الادله الجنائيه,PROFESSIONAL ETHICS IN FORENSIC SCIENCE
4,Science,409,Forensic Science-Undergraduate/Graduate,409496,كتابه التقرير الجنائي,CASE REPORT WRITING
4,Science,409,Forensic Science-Undergraduate/Graduate,409498,مشروع بحث في الادله الجنائيه,RESEARCH PROJECT IN FORENSIC SCIENCE
4,Science,410,Mathematics-Undergraduate/Graduate,410091,حسبان تمهيدى,PRE-CALCULUS
4,Science,410,Mathematics-Undergraduate/Graduate,410100,رياضيات اولية,ELEMENTARY MATHEMATICS
4,Science,410,Mathematics-Undergraduate/Graduate,410101,حسبان(1),CALCULUS( 1 )
4,Science,410,Mathematics-Undergraduate/Graduate,0410101TU,حسبان (1) TU,CALCULUS( 1 ) TU
4,Science,410,Mathematics-Undergraduate/Graduate,410102,حسبان(2),CALCULUS (2)
4,Science,410,Mathematics-Undergraduate/Graduate,0410102TU,حسبان (2) TU,CALCULUS (2)TU
4,Science,410,Mathematics-Undergraduate/Graduate,410103,رياضه حيويه,BIOMATHEMATICS
4,Science,410,Mathematics-Undergraduate/Graduate,410111,جبر خطي,LINEAR ALGEBRA.
4,Science,410,Mathematics-Undergraduate/Graduate,0410111TU,جبر خطي TU,LINEAR ALGEBRA TU
4,Science,410,Mathematics-Undergraduate/Graduate,410115,رياضيات منتهية,FINITE MATHEMATICS.
4,Science,410,Mathematics-Undergraduate/Graduate,410201,مدخل فى الحاسوب ونظمه,INTRO.TO COMP.&COMP.SYST.
4,Science,410,Mathematics-Undergraduate/Graduate,410206,برمجه الحاسوب(2),COMPUTER PROGRAMMING II
4,Science,410,Mathematics-Undergraduate/Graduate,410211,حسبان(3),CALCULUS (3)
4,Science,410,Mathematics-Undergraduate/Graduate,0410211TU,حسبان (3) TU,CALCULUS (3) TU
4,Science,410,Mathematics-Undergraduate/Graduate,410221,مقدمة الرياضيات الماليه والاقتصاد,INTRO.TO MATH. OF ECON.&FINANCE
4,Science,410,Mathematics-Undergraduate/Graduate,410226,هندسه اقليدية مستوية,EUCLIDEAN PLANE GEOMETRY
4,Science,410,Mathematics-Undergraduate/Graduate,410230,لغة البرمجه ج,"THE""C""PROGRAMMING LANG."
4,Science,410,Mathematics-Undergraduate/Graduate,410240,معادلات تفاضلية اعتيادية,ORD. DIFF. EQUATIONS
4,Science,410,Mathematics-Undergraduate/Graduate,410249,رياضيات متقطعة فى علم الحاسوب,DISCRETE MATH.IN COMP.SC.
4,Science,410,Mathematics-Undergraduate/Graduate,410250,مقدمة في اسس الرياضيات,INTROD.TO FOUND. OF MATH.
4,Science,410,Mathematics-Undergraduate/Graduate,410251,مقدمة فى الملفات,INTROD.TO FILE PROCESSING
4,Science,410,Mathematics-Undergraduate/Graduate,410261,مدخل في الجبر المجرد(1),INTROD.TO ABST.ALGEBRA  I
4,Science,410,Mathematics-Undergraduate/Graduate,410262,مدخل في الجبر المجرد(2),INTROD.TO ABST. ALGEBRA II
4,Science,410,Mathematics-Undergraduate/Graduate,410264,مدخل الى الرياضيات التوافقية,INTRO TO COMBINATARIAL MATHEMATICS
4,Science,410,Mathematics-Undergraduate/Graduate,410271,الرياضيات الماليه والاقتصاد,MATH.OF ECONOMICS&FINANCE
4,Science,410,Mathematics-Undergraduate/Graduate,410272,الماليه الكميه,QUANTITATIVE FINANCE
4,Science,410,Mathematics-Undergraduate/Graduate,410300,بنى المعطيات,DATA STRUCTURES .
4,Science,410,Mathematics-Undergraduate/Graduate,410301,برمجة نظم,SYSTEMS PROGRAMMING
4,Science,410,Mathematics-Undergraduate/Graduate,410313,تحليل رياضي تطبيقي,APPLIED MATH. ANALYSIS
4,Science,410,Mathematics-Undergraduate/Graduate,410315,النظريةالكهرومغنيطسة,MATH.ELECTROMAG.THEORY
4,Science,410,Mathematics-Undergraduate/Graduate,410316,مبادى النمذجه الرياضيه,PRIN.OF MATH-MODELLING
4,Science,410,Mathematics-Undergraduate/Graduate,410321,الحسبان المالى,FINANCIAL CALCULUS
4,Science,410,Mathematics-Undergraduate/Graduate,410322,الاختبارات والمستحدثات ومشتقات أخرى,"OPTION,FUT.&OTHER DERIVATIVES"
4,Science,410,Mathematics-Undergraduate/Graduate,410325,التوافقات,COMBINATORIES.
4,Science,410,Mathematics-Undergraduate/Graduate,410326,نظرية البيانات,GRAPH THEORY.
4,Science,410,Mathematics-Undergraduate/Graduate,410327,نظرية الاعداد,THEORY OF NUMBERS
4,Science,410,Mathematics-Undergraduate/Graduate,410329,م فى التحليل الحقيقى,INTROD.TO REAL ANALYSIS
4,Science,410,Mathematics-Undergraduate/Graduate,410330,دوال المتغير العقدى,FUNCT. OF A COMP.VARIABLE.
4,Science,410,Mathematics-Undergraduate/Graduate,410335,مسائل برمجة وتقنيات,PROG.PROBLEMS& TECHNIQUE
4,Science,410,Mathematics-Undergraduate/Graduate,410337,مقدمة في نظرية المعلومات,INTRO.TO INFORM.THEORY.
4,Science,410,Mathematics-Undergraduate/Graduate,410340,نظرية معادلات تفاضلية,THEORY OF DIFF.EQUAT.
4,Science,410,Mathematics-Undergraduate/Graduate,410345,الجبرالمجرد,ABSTRACT ALGEBRA.
4,Science,410,Mathematics-Undergraduate/Graduate,410346,نظرية الزمر,GROUP THEORY.
4,Science,410,Mathematics-Undergraduate/Graduate,410350,برمجة لغات,PROG.LANG.CONCEPT&ORGAN.
4,Science,410,Mathematics-Undergraduate/Graduate,410352,تحليل عددى,NUMERICAL ANALYSIS (1)
4,Science,410,Mathematics-Undergraduate/Graduate,410355,رياضيات المؤثرات,OPERATIONAL MATHEMATICS
4,Science,410,Mathematics-Undergraduate/Graduate,410356,تصميم خوارزميات,DES.&ANAL.OF ALGORITHMS I
4,Science,410,Mathematics-Undergraduate/Graduate,410362,جبر خطى حسابى,COMP.LINEAR ALGEBRA
4,Science,410,Mathematics-Undergraduate/Graduate,410363,جبر خطى متقدم,ADVANCED LINEAR ALGEBRA
4,Science,410,Mathematics-Undergraduate/Graduate,410365,محاكاة باستخدام الحاسوب,SIMULATION BY COMPUTER
4,Science,410,Mathematics-Undergraduate/Graduate,410366,اللغات الشكلية,FORMAL LANGUAGES&PARSING
4,Science,410,Mathematics-Undergraduate/Graduate,410367,تصميم المترجم,COMPILER DESIGN.
4,Science,410,Mathematics-Undergraduate/Graduate,410370,هندسة(1),GEOMETRY  I
4,Science,410,Mathematics-Undergraduate/Graduate,410371,رياضيات المشتقات الماليه,MATH.OF FINANCIAL DERIVATIVES
4,Science,410,Mathematics-Undergraduate/Graduate,410375,مدخل في الطوبولوجيا,INTRODUCTION TO TOPOLOGY
4,Science,410,Mathematics-Undergraduate/Graduate,410376,مبادى نظم التشغيل,PRIN. OF OPERATING SYSTEM
4,Science,410,Mathematics-Undergraduate/Graduate,410401,تحليل,ANALYSIS
4,Science,410,Mathematics-Undergraduate/Graduate,410402,نظرية المجموعات,SET THEORY
4,Science,410,Mathematics-Undergraduate/Graduate,410403,الجبر الخطي المتقدم,ADVANCED LINEAR ALGEBRA.
4,Science,410,Mathematics-Undergraduate/Graduate,410404,تحليل دوال لعدة متغيرات,ANALYSIS OF FUNC.VARIABLES.
4,Science,410,Mathematics-Undergraduate/Graduate,410406,النظرية الجبرية للتكويد,ALGEBRIC RING THEORY
4,Science,410,Mathematics-Undergraduate/Graduate,410407,التحليل التنسوري,TENSOR ANALYSIS.
4,Science,410,Mathematics-Undergraduate/Graduate,410408,الطوبولوجيا,TOPOLOGY
4,Science,410,Mathematics-Undergraduate/Graduate,410411,رسوم بيانية بالحاسوب,INTROD.TO COMP. GRAPHICS
4,Science,410,Mathematics-Undergraduate/Graduate,0410411L,م.رسوم بيانيه بالحاسوب,INTROD.TO COMP. GRAPHICS LAB
4,Science,410,Mathematics-Undergraduate/Graduate,410412,نظرية المرونه,ELASTICITY THEORY
4,Science,410,Mathematics-Undergraduate/Graduate,410413,شبكات الحاسوب,COMPUTER NETWORKS
4,Science,410,Mathematics-Undergraduate/Graduate,410414,الانظمه الديناميكية والشواش,DYNAMICAL SYSTEMS AND CHAOS
4,Science,410,Mathematics-Undergraduate/Graduate,410415,معادلات تفاضليه جزئيه,PART. DIFFERENTIAL EQUAT.
4,Science,410,Mathematics-Undergraduate/Graduate,410416,النمذجه الرياضيه,MATH.MODELING&SIMULATION
4,Science,410,Mathematics-Undergraduate/Graduate,410417,دوال الشريحه و تطبيقها,SPLINE FUNCTIONS & APPLICATIONS
4,Science,410,Mathematics-Undergraduate/Graduate,410422,نمذجة المشتقات الماليه,MODELING FINANCIAL DERIVATIVES
4,Science,410,Mathematics-Undergraduate/Graduate,410423,الرياضيات الماليه الحسابيه,COMPUTATIONAL FINANCIAL MATH.
4,Science,410,Mathematics-Undergraduate/Graduate,410424,الهندسه الماليه,FINANCIAL ENGINEERING
4,Science,410,Mathematics-Undergraduate/Graduate,410440,معادلات تكاملية,INTEGRAL EQUATIONS.
4,Science,410,Mathematics-Undergraduate/Graduate,410446,تحليل وتصميم الخوارزميات,SOFTWARE ARALYSIS&DESIGN
4,Science,410,Mathematics-Undergraduate/Graduate,410455,الشبكات الرقميه,DIGITAL NETWORKS THEORY
4,Science,410,Mathematics-Undergraduate/Graduate,410456,تقنيات تحليل نظم,TECHNIQUES IN SYST.ANALYSIS
4,Science,410,Mathematics-Undergraduate/Graduate,410457,تصميم وتحليل خوارزميات,DESIGN&ANA. ALGORITHM
4,Science,410,Mathematics-Undergraduate/Graduate,410458,لغات الحاسوب المقارنه,COMPARATIVE PROGRAMING
4,Science,410,Mathematics-Undergraduate/Graduate,410459,مدخل في الذكاء الاصطناعي,INTROD.TO ARTIF.INTELLIG.
4,Science,410,Mathematics-Undergraduate/Graduate,410460,بنية الحاسوب,COMPUTER STRUCTURE.
4,Science,410,Mathematics-Undergraduate/Graduate,410462,م.في ادارة قواعد بيانات,DATA BASE MANAG.SYSTEMS.
4,Science,410,Mathematics-Undergraduate/Graduate,410463,مشروع البرامج الجاهزه,SOFTWARE PROJ.MANAG.&DEV
4,Science,410,Mathematics-Undergraduate/Graduate,410464,نظرية الرسم البياني الطيفي,SPECTRAL GRAPH THEORY
4,Science,410,Mathematics-Undergraduate/Graduate,410465,تحليل المصفوفة,MATRIX ANALYSIS
4,Science,410,Mathematics-Undergraduate/Graduate,410468,معادلات تفاضلية عادية عددية,NUMERICAL ANALYSIS (2).
4,Science,410,Mathematics-Undergraduate/Graduate,410469,معادلات تفاضلية جزئية عددية,NUMERICAL ANALYSIS(3).
4,Science,410,Mathematics-Undergraduate/Graduate,410470,حسبان المتغيرات,CALCULUS OF VARIATIONS
4,Science,410,Mathematics-Undergraduate/Graduate,410480,هندسة تفاضلية,DIFFERENTIAL GEOMETRY.
4,Science,410,Mathematics-Undergraduate/Graduate,410481,التحليل الدالى,FUNCTION ANALYSIS
4,Science,410,Mathematics-Undergraduate/Graduate,410484,تشفير تطبيقي,APPLIED CRYPTOGRAPHY
4,Science,410,Mathematics-Undergraduate/Graduate,410490,ندوة التحليل العقدي,SEMINAR (COMPLEX ANAL.)
4,Science,410,Mathematics-Undergraduate/Graduate,410491,ندوة رياضيات تطبيقية,SEMINAR IN APPLIED MATH.
4,Science,410,Mathematics-Undergraduate/Graduate,410492,ندوة الحاسوب,SEMINAR IN COMPUTERS.
4,Science,410,Mathematics-Undergraduate/Graduate,410493,موضوعات فى الرياضه الماليه,TOPICS IN FINANCIAL MATH.
4,Science,410,Mathematics-Undergraduate/Graduate,410495,المنطق الرياضياتى,MATHEMATICAL LOGIC.
4,Science,410,Mathematics-Undergraduate/Graduate,410499,مشروع,PROJECT
4,Science,418,Computer Science-Undergraduate/Graduate,418101,مقدمه في الحاسوب,INTRODUCTION TO COMPUTER SCIENCE
4,Science,418,Computer Science-Undergraduate/Graduate,418106,فورتران,FORTRAN
4,Science,418,Computer Science-Undergraduate/Graduate,418108,الحواسيب وتطبيقاتها,COMP& THEIR APPLICATIONS
4,Science,418,Computer Science-Undergraduate/Graduate,418111,رياضيات متقطعه لعلم الحاسوب,DISCRETE MATH.FOR COMP.SCIENCE
4,Science,418,Computer Science-Undergraduate/Graduate,418123,مقدمة فى الحاسوب,INTROD. TO COMPUTERS
4,Science,418,Computer Science-Undergraduate/Graduate,418126, لغه برمجه الحاسوب(1),COMPUTER PROGRAMMING  I
4,Science,418,Computer Science-Undergraduate/Graduate,418141,برمجه الحاسوب  ( 1),COMPUTER PROGRAMMING I
4,Science,418,Computer Science-Undergraduate/Graduate,418142,برمجه الحاسوب  ( 2 ),COMPUTER PROGRAMMING II
4,Science,418,Computer Science-Undergraduate/Graduate,418143,أساسيات برمجة الحاسوب,FUNDAMENTALS OF COMPUTER PROGRAMMING
4,Science,418,Computer Science-Undergraduate/Graduate,418201,بنى المعطيات والخوارزميات,DATA STRUCTURES&ALGORITHMS
4,Science,418,Computer Science-Undergraduate/Graduate,418211,نظرية الحوسبة  ( 1),THEORY OF COMPUTATION I
4,Science,418,Computer Science-Undergraduate/Graduate,418220,البرمجه بلغه C ونظام التشغيلUNIX,PROGRAMMING IN C AND UNIX
4,Science,418,Computer Science-Undergraduate/Graduate,418221,أنظمه الحاسوب,COMPUTER SYSTEMS
4,Science,418,Computer Science-Undergraduate/Graduate,418222,مختبر برمجه النظم,SYSTEMS PROGRAMMING LAB
4,Science,418,Computer Science-Undergraduate/Graduate,418223,برمجه النظم,SYSTEMS PROGRAMMING
4,Science,418,Computer Science-Undergraduate/Graduate,418231,مقدمة في امن الكمبيوتر,INTRODUCTION TO COMPUTER SECURITY
4,Science,418,Computer Science-Undergraduate/Graduate,418301,تصميم الخوارزميات والتحليل,ALGORITHMS DESIGN&ANALYSIS
4,Science,418,Computer Science-Undergraduate/Graduate,418310,ظرية الحوسبة 1,THEORY OF COMPUTATION 1
4,Science,418,Computer Science-Undergraduate/Graduate,418311,الحوسبه العدديه,NUMERICAL COMPUTATION
4,Science,418,Computer Science-Undergraduate/Graduate,418312,التشفير التطبيقي,APPLIED CRYPTOGRAPHY
4,Science,418,Computer Science-Undergraduate/Graduate,418315,نظريه الحوسبة  ( 2 ),THEORY OF COMPUTATION II
4,Science,418,Computer Science-Undergraduate/Graduate,418320,مبادئ انظمة الحاسوب,PRINCIPLES OF COMPUTER SYSTEMS
4,Science,418,Computer Science-Undergraduate/Graduate,418321,أنظمة التشغيل,OPERATING SYSTEMS
4,Science,418,Computer Science-Undergraduate/Graduate,418322,هندسة بناء الحاسوب,COMPUTER ARCHITECTURES
4,Science,418,Computer Science-Undergraduate/Graduate,418325,هندسه بناء الحاسوب,COMPURER ARCHITECTURE
4,Science,418,Computer Science-Undergraduate/Graduate,418331,شبكات الحاسوب,COMPUTER NETWORKS
4,Science,418,Computer Science-Undergraduate/Graduate,418335,برمجة الشبكة العالمية,WEB PROGRAMMING
4,Science,418,Computer Science-Undergraduate/Graduate,418345,برمجه الكائنات المتزامنه,CONCURRENT OB.-ORIENTED PROG.
4,Science,418,Computer Science-Undergraduate/Graduate,418346,البرمجة التوصيفية,DECLARATIVE PROGRAMMING
4,Science,418,Computer Science-Undergraduate/Graduate,418347,تصميم مترجم,COMPILER DESIGN
4,Science,418,Computer Science-Undergraduate/Graduate,418348,البرمجة الامنة,SECURE PROGRAMMING
4,Science,418,Computer Science-Undergraduate/Graduate,418365,الذكاء الاصطناعى,ARTIFICIAL INTELLIGENCE
4,Science,418,Computer Science-Undergraduate/Graduate,418390,هندسة البرمجيات,SOFTWARE ENGINEERING
4,Science,418,Computer Science-Undergraduate/Graduate,418391,أساسيات الحوسبة السحابية,CLOUD COMPUTING BASICS
4,Science,418,Computer Science-Undergraduate/Graduate,418392,تصميم البرمجيات,SOFTWARE DESIGN
4,Science,418,Computer Science-Undergraduate/Graduate,418415,نظرية المعلومات والتشفير,INFO.THEORY&CRYPTOGRAPHY
4,Science,418,Computer Science-Undergraduate/Graduate,418416,النمذجة وتقييم الأداء,MOD.&PERFORMANCE EVAL.
4,Science,418,Computer Science-Undergraduate/Graduate,418425,أنظمة متوازية وموزعة,DISRIBUTED&PARALLEL SYST.
4,Science,418,Computer Science-Undergraduate/Graduate,418426,أنظمة المعالجات الدقيقة المتزامنة,EMBEDDED MICROPROC.SYST.
4,Science,418,Computer Science-Undergraduate/Graduate,418427,الخصوصيه و امن الكمبيوتر,COMPUTER SECURITY & PRIVACY
4,Science,418,Computer Science-Undergraduate/Graduate,418435,امن الشبكات,NETWORK SECURITY
4,Science,418,Computer Science-Undergraduate/Graduate,418455,رسوميات حاسوبية,COMPUTER GRAPHICS
4,Science,418,Computer Science-Undergraduate/Graduate,418466,مقدمة في التعلم الآلي,INRTODUCTION TO MACHINE LEARNING
4,Science,418,Computer Science-Undergraduate/Graduate,418470,قواعد البيانات,DATABASE SYSTEMS
4,Science,418,Computer Science-Undergraduate/Graduate,418475,قواعد بيانات موزعه,DISTRIBUTED DATABASE SYST.
4,Science,418,Computer Science-Undergraduate/Graduate,418490,مشروع,PROJECT
4,Science,418,Computer Science-Undergraduate/Graduate,418491,مشروع التخرج 1,CAPSTONE PROJECT I
4,Science,418,Computer Science-Undergraduate/Graduate,418492,مشروع تخرج 2,CAPSTONE PROJECT II
4,Science,418,Computer Science-Undergraduate/Graduate,418493,تصميم لامن الكمبيوتر,COMPUTER SECURITY DESIGN
4,Science,418,Computer Science-Undergraduate/Graduate,418496,ندوه فى الحاسوب  ( 1),TOPICS IN COMP.SCIENCE  I
4,Science,418,Computer Science-Undergraduate/Graduate,418497,ندوه فى الحاسوب  (  2 ),TOPICS IN COMP.SCIENCE II
4,Science,420,Chemistry-Undergraduate/Graduate,420092,تمهيدى كيمياء,PRE-CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420100,الكيمياء والحياة,CHEMISTRY AND LIFE
4,Science,420,Chemistry-Undergraduate/Graduate,0420100L,مختبرالكيمياء والحياه,CHEMISTRY AND LIFE LAB
4,Science,420,Chemistry-Undergraduate/Graduate,420101,كيمياء عامه(1),GENERAL CHEMISTRY (1)
4,Science,420,Chemistry-Undergraduate/Graduate,0420101TU,كيمياء (1) TU,GENERAL CHEMISTRY (1)TU
4,Science,420,Chemistry-Undergraduate/Graduate,420102,كيمياء عامه(2),GENERAL CHEMISTRY  II
4,Science,420,Chemistry-Undergraduate/Graduate,0420102TU,كيمياء (2) TU,
4,Science,420,Chemistry-Undergraduate/Graduate,420103,الكيمياء لغير الكيميائيين,CHEMISTRY FOR NON - CHEMISTS
4,Science,420,Chemistry-Undergraduate/Graduate,0420103L,مختبر الكيمياء لغير الكيميائيين,
4,Science,420,Chemistry-Undergraduate/Graduate,420105,م . كيمياء عامه(1),GENERAL CHEMISTRY LAB I
4,Science,420,Chemistry-Undergraduate/Graduate,420106,م .كيمياء عامه(2),GENERAL CHEMISTRY LAB II
4,Science,420,Chemistry-Undergraduate/Graduate,420110,كيمياء عامه ( لغير تخصص الكيمياء),GENERAL CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,0420110TU,كيمياء عامه ( لغير تخصص الكيمياء)TU,GENERAL CHEMISTRY TU
4,Science,420,Chemistry-Undergraduate/Graduate,420111,مختبركيمياءعامه ( لغير تخصص الكيمياء),GENERAL CHEMISTRY (LAB)
4,Science,420,Chemistry-Undergraduate/Graduate,420114,كيمياء عضويه ( لغير تخصص الكيمياء),ORGANIC CHEMISTRY.
4,Science,420,Chemistry-Undergraduate/Graduate,0420114TU,كيمياء عضويه ( لغير تخصص الكيمياء)TU,ORGANIC CHEMISTRY TU
4,Science,420,Chemistry-Undergraduate/Graduate,420200,كيمياء البيئة,ENVIRONMENTAL CHEMISTRY.
4,Science,420,Chemistry-Undergraduate/Graduate,420201,تطبيقات الحاسوب والاحصاء فى الكيمياء,COMPUTER& STATISTIC APPLICATIONS IN CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420204,كيمياء اشعاعية و نووية,RADIOCHEMISTRY&NUCLEAR
4,Science,420,Chemistry-Undergraduate/Graduate,420208,كيمياء عامه و تحليليه,GENERAL&ANALYTICAL CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420214,كيمياء فيزيائية(1),PHYSICAL CHEMISTRY  I
4,Science,420,Chemistry-Undergraduate/Graduate,420215,كيمياء فيزيائيه ( 2 ),PHYSICAL CHEMISTRY  II
4,Science,420,Chemistry-Undergraduate/Graduate,420216,كيمياء فيزيائيه لطلاب الكيمياءالحيويه,PHY.CHEM.FOR BIOLOGICAL SC.
4,Science,420,Chemistry-Undergraduate/Graduate,420217,كيمياء فيزيائيه,PHYSICAL CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420233,كيمياء غير عضوية(1),INORGANIC CHEMISTRY  I
4,Science,420,Chemistry-Undergraduate/Graduate,420234,كيمياء تحليلة ( لطلبه الهندسه الكيميائيه ),ANALYTICAL CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420236,كيمياء تحليله (أ),ANALYTICAL CHEMISTRY  I
4,Science,420,Chemistry-Undergraduate/Graduate,420237,كيمياء غير عضويه ( لطلبه الكيمياء التطبيقيه),INORGANIC CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420255,كيمياء عضوية(1),ORGANIC CHEMISTRY I
4,Science,420,Chemistry-Undergraduate/Graduate,420256,كيمياء عضوية(2),ORGANIC CHEMISTRY II
4,Science,420,Chemistry-Undergraduate/Graduate,420257,مختبر كيمياء عضوية(2),ORGANIC CHEMISTRY II LAB.
4,Science,420,Chemistry-Undergraduate/Graduate,420258,كيمياء عضويه,ORGANIC CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420259,كيمياء بيوجزيئية,BIOMOLECULAR CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420269,كيمياءعضويه للهندسه كيميائيه,ORGANIC CHEMISTRY.
4,Science,420,Chemistry-Undergraduate/Graduate,420305,الكيمياء الجنائيه و تحليل الادله الماديه,FORENSIC CHEMISTRY AND ANALYSIS OF PHYSICAL EVIDENCE
4,Science,420,Chemistry-Undergraduate/Graduate,420316,كيمياء فيزيائيه ( 3 ),PHYSICAL CHEMISTRY III
4,Science,420,Chemistry-Undergraduate/Graduate,420335,كيمياء تحليليه (2),ANALYTICAL CHEMISTRY II
4,Science,420,Chemistry-Undergraduate/Graduate,420336,كيمياء غير عضوية-2-,INORGANIC CHEMISTRY II
4,Science,420,Chemistry-Undergraduate/Graduate,420338,مختبر كيمياء غير عضوية,INORGANIC CHEMISTRY LAB
4,Science,420,Chemistry-Undergraduate/Graduate,420355,كيمياء عضويه(3),ORGANIC CHEMISTRY III
4,Science,420,Chemistry-Undergraduate/Graduate,420371,كيمياء طيفية,SPECTROSCOPY
4,Science,420,Chemistry-Undergraduate/Graduate,420372,كيمياء طيفيه,SPECTROSCOPY
4,Science,420,Chemistry-Undergraduate/Graduate,420400,كيمياء نوويه واشعاعيه متقدمة,ADVANCED RADIO&NUCLEAR CHEM.
4,Science,420,Chemistry-Undergraduate/Graduate,420401,التدريب المهنى في الكيمياء,VOCATIONAL TRAINING IN CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420421,كيمياء الغرويات والسطوح,COLLOID&SURFACE CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420422,كيمياء مواد النانو,CHEMISTRY OF NANOMATERIALS
4,Science,420,Chemistry-Undergraduate/Graduate,420425,تآكل المعادن ومقاومته,METALLIC CORROSION&PREV.
4,Science,420,Chemistry-Undergraduate/Graduate,420426,كيمياء الفيزائيه للبلمرات,PHYSIC.CHEM.OF POLYMERS
4,Science,420,Chemistry-Undergraduate/Graduate,420427,كيمياء الاستاتيكة والديناميكيه,CHEMICAL DYNAMICS
4,Science,420,Chemistry-Undergraduate/Graduate,420428,نظريه الربط التكافؤى,VALENCE  BOND THEORY.
4,Science,420,Chemistry-Undergraduate/Graduate,420440,كيمياء المركبات المعدنية العضويه,ORGANOMETALLIC CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420442,كيمياءغيرعضويه حيويه,BIOINORGANIC CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420444,كيمياء الجوامد,SOLID STATE CHEMISTRY.
4,Science,420,Chemistry-Undergraduate/Graduate,420446,ميكانيكية التفاعلات غيرالعضويه,INORGANIC REAC.MECHANISMS
4,Science,420,Chemistry-Undergraduate/Graduate,420451,كيمياء البترول والبتروكيماويات,PETROLEUM CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420452,اطياف المركبات العضويه,APPLIED ORG. CHEM.-SPECTROSCOPY
4,Science,420,Chemistry-Undergraduate/Graduate,420455,كيمياء منتجات طبيعيه,CHEM.OF ORGANIC NAT.PRO.
4,Science,420,Chemistry-Undergraduate/Graduate,420457,كيمياء عضويه,ORGANIC CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420459,كيمياء عضويه فيزيائيه,PH. ORGANIC CHEMISTRY   
4,Science,420,Chemistry-Undergraduate/Graduate,420476,كيمياء البلمرات,POLYMER CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420477,كيمياء صناعية,INDUSTRIAL CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420478, تقنيات الفصل الكيميائى,SEPARATION TECH.IN CHEMISTRY
4,Science,420,Chemistry-Undergraduate/Graduate,420479,عناوين منتقاه فى الكيمياء التطبيقية,SELECTED TOPICS IN APPLIED CHEM.
4,Science,420,Chemistry-Undergraduate/Graduate,420497,مشروع تخرج,UNDERGRADUATE RESEARCH PROJ.
4,Science,420,Chemistry-Undergraduate/Graduate,420498,تقرير علمى,SCIENTIFIC REPORT
